FIELD_NAME|AVERAGE|HIGH|LOW|SAMPLE|MEDIAN|STDDEV
SALES_G3F|17.70|859.30|-95.60|4839|7.40|57.93
SALES_G3LS|11.43|426.80|-279.60|4818|7.40|31.15
SALES_G3Q7|14.36|929.90|-100.00|5815|2.90|65.03
SALES_G4Q8|15.59|968.70|-100.00|5784|4.70|65.93
SALES_G5F|14.14|724.20|-70.30|4486|6.20|42.70
SALES_G5LS|8.76|244.90|-124.20|4435|5.60|23.30
SALES_G7F|8.19|218.50|-62.90|4071|5.20|18.46
SALES_G7R2|62.33|100.00|0.00|4261|72.70|32.44
SALES_Q1|1368.26|130377.00|0.10|5136|110.85|5431.50
SALES_Q2|1210.47|123925.00|0.00|6067|59.60|5137.02
SALES_Q3|1131.13|138793.00|0.00|6053|57.20|4949.53
SALES_Q4|1224.52|124894.00|0.00|6044|56.20|5358.02
SALES_Q5|1133.29|128028.00|0.00|6037|53.40|4987.63
SALES_Q6|1224.36|402579.71|0.00|6017|52.90|7133.37
SALES_Q7|1062.64|136267.00|0.00|5973|50.10|4629.75
SALES_Q8|1158.38|123179.00|0.00|5966|50.05|5075.52
SALES_Y1|5043.05|514405.00|0.10|5250|383.01|20939.42
SALES_Y2|4075.36|500343.00|0.00|6014|176.93|17998.49
SALES_Y3|3767.21|485873.00|0.00|5947|156.77|16462.81
SALES_Y4|3814.67|482130.00|0.00|5761|156.03|16691.03
SALES_Y5|4136.61|485651.00|0.00|5605|147.27|19265.61
SALES_Y6|4192.79|616600.00|0.00|5450|137.29|21092.17
SALES_Y7|4265.82|700500.00|0.00|5233|139.83|21903.89
SHR_AQ1|244.75|89789.41|0.00|5895|47.49|1656.42
SHR_AQ2|247.06|89789.41|0.00|6015|46.09|1644.06
SHR_AQ3|235.02|89789.41|0.00|5970|44.85|1624.92
SHR_AQ4|240.34|89789.41|0.00|5924|43.96|1642.57
SHR_AQ5|228.34|89789.41|0.00|5886|43.03|1501.97
SHR_AQ6|231.79|89789.41|0.00|5814|42.52|1461.76
SHR_AQ7|225.96|89789.41|0.00|5734|41.50|1473.29
SHR_AQ8|229.87|89789.41|0.00|5629|41.20|1468.87
SHR_AY1|230.69|89789.41|0.00|6119|42.59|1481.73
SHR_AY2|220.04|89789.41|0.00|6070|39.33|1410.71
SHR_AY3|212.04|89789.41|0.00|5941|36.53|1374.67
SHR_AY4|204.71|56035.98|0.00|5703|34.90|1038.61
SHR_AY5|200.25|19789.41|0.00|5475|32.70|786.37
SHR_AY6|201.52|19789.41|0.00|5253|31.81|794.05
SHR_AY7|202.24|18087.34|0.00|5016|30.33|786.08
SHRINSD|7.57|100.00|0.00|4714|1.20|15.98
SHRINST|46.10|100.00|0.00|5156|47.50|35.65
SHRINSTN|243.80|4224.00|0.00|5685|122.00|389.44
SHSPERADR|13.99|1500.00|0.00|479|1.00|82.10
SHY|-16.52|99.92|-920.19|5707|-0.24|77.15
SHY_1T|-17.98|99.70|-999.70|5392|-0.40|80.00
SHY_A3Y|-13.67|99.94|-482.28|5529|-0.95|43.10
SHY_A5Y|-12.02|96.34|-379.10|5043|-1.27|33.74
SHY_A7Y|-8.94|94.48|-199.31|4434|-1.04|24.89
SHY_Y1|-17.23|97.81|-993.61|5931|-0.52|73.22
SHY_Y2|-14.97|97.24|-990.77|5794|-0.27|63.89
SHY_Y3|-12.10|97.78|-993.40|5579|0.00|61.92
SHY_Y4|-12.72|99.41|-914.74|5356|-0.01|61.70
SHY_Y5|-13.72|97.83|-992.15|5132|-0.01|66.13
SHY_Y6|-13.27|98.67|-952.46|4882|0.00|69.13
SHY_Y7|-7.85|99.97|-946.14|4505|0.00|45.56
SPLIT_FACT|1.74|309.98|0.00|2893|1.19|8.43
SPS_VAL|58.44|18268.79|0.01|4297|21.77|348.79
SQ2_DIFF|27.00|9999.91|-11020.73|3992|0.01|933.60
SQ2_EPS|1.43|3851.28|-17.83|3765|0.24|62.77
SQ2_PERC|3.53|980.00|-975.00|3667|3.10|114.82
SQ2_SD|0.13|219.30|0.00|3335|0.03|3.80
SQ2_SUE|1.04|1583.80|-193.10|3921|0.10|26.62
STDEBT_Q1|720.57|349350.00|0.00|5719|0.70|8923.54
STDEBT_Q2|685.00|294390.00|0.00|5689|0.71|7792.22
STDEBT_Q3|654.48|287084.00|0.00|5600|0.64|7557.13
STDEBT_Q4|692.52|287037.00|0.00|5587|0.48|8387.04
STDEBT_Q5|660.69|292912.00|0.00|5521|0.49|8110.51
STDEBT_Q6|667.97|305396.00|0.00|5434|0.53|8138.55
STDEBT_Q7|672.51|309373.00|0.00|5358|0.51|8132.78
STDEBT_Q8|657.39|285140.00|0.00|5364|0.47|7940.40
STDEBT_Y1|834.87|287037.00|0.00|5379|1.00|9011.05
STDEBT_Y2|826.73|285140.00|0.00|5343|0.90|9107.65
STDEBT_Y3|749.47|248297.00|0.00|5255|0.80|8122.69
STDEBT_Y4|726.89|240608.00|0.00|5115|0.70|7723.59
STDEBT_Y5|866.94|418266.00|0.00|4981|0.50|10709.50
STDEBT_Y6|1081.35|785231.00|0.00|4861|0.40|16967.78
STDEBT_Y7|941.55|433714.00|0.00|4655|0.40|12525.45
STINV_Q1|1804.30|1071407.00|0.00|5855|0.00|29815.12
STINV_Q2|1894.12|1113894.00|0.00|5873|0.00|30267.27
STINV_Q3|1769.73|1186053.00|0.00|5851|0.00|29270.48
STINV_Q4|1752.27|1049553.00|0.00|5868|0.00|27752.63
STINV_Q5|1734.14|1095703.00|0.00|5818|0.00|28128.70
STINV_Q6|1810.11|1076540.00|0.00|5772|0.00|28696.78
STINV_Q7|1746.38|1109086.00|0.00|5720|0.00|28216.49
STINV_Q8|1759.42|1033149.00|0.00|5705|0.00|28512.50
STINV_Y1|1943.50|1049550.00|0.00|5563|0.00|28825.17
STINV_Y2|1929.21|1033150.00|0.00|5564|0.00|29233.29
STINV_Y3|1960.41|1000190.00|0.00|5547|0.00|29418.56
STINV_Y4|1934.47|980580.00|0.00|5467|0.00|29334.51
STINV_Y5|2080.41|1130730.00|0.00|5365|0.00|32114.35
STINV_Y6|2237.59|984537.00|0.00|5302|0.00|34164.65
STINV_Y7|2582.17|1573350.00|0.00|5203|0.00|43477.10
SUS_G7F|9.23|181.80|-160.20|1619|7.90|17.02
TA_TRN_12M|0.80|86.55|0.00|4987|0.55|1.87
TA_TRN_Y1|0.86|114.37|0.00|5088|0.58|1.95
TA_TRN_Y2|0.78|78.19|0.00|5499|0.49|1.58
TA_TRN_Y3|0.77|44.92|0.00|5244|0.49|1.27
TA_TRN_Y4|0.79|126.78|0.00|5035|0.50|2.13
TA_TRN_Y5|0.86|227.90|0.00|4882|0.52|3.55
TA_TRN_Y6|0.88|194.85|0.00|4665|0.54|3.19
TA_TRN_Y7|0.91|200.02|0.00|4407|0.57|3.31
TCF_12M|-132.30|120688.00|-168789.00|5531|0.00|4201.99
TCF_Q1|-38.51|39537.00|-36709.00|5945|0.00|1251.00
TCF_Q2|-33.80|48312.00|-39695.00|5998|0.00|1406.70
TCF_Q3|-49.14|69435.00|-46444.00|5971|0.00|1572.34
TCF_Q4|-43.24|30556.00|-45941.00|5967|0.00|1392.50
TCF_Q5|-61.22|21045.00|-28553.33|5906|0.00|1130.62
TCF_Q6|-82.48|49299.00|-53055.00|5876|0.00|1723.98
TCF_Q7|-27.76|60589.00|-57857.00|5836|0.00|1784.67
TCF_Q8|-33.06|26988.00|-40853.00|5806|0.00|1119.06
TCF_Y1|-216.43|53118.00|-163938.00|6046|0.18|3919.07
TCF_Y2|-152.91|66854.00|-190538.00|6024|0.27|4132.51
TCF_Y3|-100.97|122791.00|-213449.00|5883|0.12|4735.58
TCF_Y4|-135.42|90871.00|-249000.00|5646|0.14|5435.62
TCF_Y5|-100.27|118228.00|-220534.00|5418|0.26|5135.41
TCF_Y6|-221.54|336765.36|-467546.00|5232|0.05|10134.29
TCF_Y7|-276.37|87707.00|-561116.00|4888|0.03|11315.53
TCI_12M|-503.41|175036.00|-196392.00|5446|-15.17|4670.69
TCI_Q1|-129.08|39241.00|-65605.00|5897|-1.61|1492.91
TCI_Q2|-129.41|48060.00|-32196.00|5921|-1.84|1337.08
TCI_Q3|-81.04|47446.00|-18320.64|5917|-1.67|1231.47
TCI_Q4|-182.98|40289.00|-158211.00|5923|-2.10|2582.86
TCI_Q5|-118.60|30058.00|-33461.00|5860|-1.92|1150.06
TCI_Q6|-119.00|64690.00|-45483.00|5812|-2.05|1538.66
TCI_Q7|-94.00|52020.00|-45021.00|5793|-1.55|1415.37
TCI_Q8|-124.16|48959.00|-19948.00|5786|-2.24|1282.45
TCI_Y1|-488.08|150853.00|-197993.00|5956|-17.55|4725.69
TCI_Y2|-387.34|184408.00|-51541.00|5917|-16.89|4014.37
TCI_Y3|-439.11|231053.00|-141919.00|5802|-15.55|5531.78
TCI_Y4|-435.94|248324.00|-107235.00|5578|-19.57|5432.34
TCI_Y5|-546.65|224667.00|-299686.99|5362|-19.80|7015.18
TCI_Y6|-341.20|452754.00|-153492.00|5191|-14.86|9602.00
TCI_Y7|-518.48|527693.00|-842136.08|4852|-13.38|16419.77
TCO_12M|608.98|69391.00|-76617.00|5630|16.24|3380.56
TCO_Q1|179.12|21410.31|-12975.00|6017|2.31|1007.98
TCO_Q2|167.05|40535.00|-37756.00|6061|1.17|1191.79
TCO_Q3|112.77|17041.00|-80880.00|6030|0.20|1571.27
TCO_Q4|214.06|28913.00|-19715.66|6003|3.26|1267.54
TCO_Q5|181.32|21747.00|-9095.00|5956|2.25|1055.60
TCO_Q6|174.07|35685.00|-25352.71|5946|1.68|1160.11
TCO_Q7|140.79|40354.00|-35109.00|5908|0.67|1254.39
TCO_Q8|180.47|33195.63|-50911.00|5862|2.97|1324.57
TCO_Y1|678.51|69391.00|-59585.04|6080|16.05|3379.89
TCO_Y2|647.93|113628.47|-52099.00|6061|12.75|3813.98
TCO_Y3|621.26|77819.28|-18292.00|5933|13.39|3235.62
TCO_Y4|644.62|74118.43|-10404.51|5697|15.62|3257.41
TCO_Y5|603.34|81266.00|-26260.49|5462|14.02|3271.85
TCO_Y6|669.60|107953.00|-39455.79|5270|17.06|4276.12
TCO_Y7|636.66|128000.00|-58110.06|5042|17.22|3822.97
THUMB|31.69|8110.01|0.15|2650|16.82|203.18
TIE_12M|-1.90|975.02|-998.86|3838|2.07|80.76
TIE_Y1|-1.22|989.27|-994.50|4442|2.27|88.20
TIE_Y2|-0.60|995.84|-929.25|4445|2.29|95.26
TIE_Y3|-2.73|958.60|-998.90|4345|2.20|99.41
TIE_Y4|-2.05|874.00|-993.89|4152|2.35|92.44
TIE_Y5|-1.10|958.00|-985.55|3971|2.78|111.84
TIE_Y6|5.41|986.26|-953.27|3830|2.75|109.27
TIE_Y7|2.87|974.13|-952.27|3656|2.51|111.13
TL_TA_Q1|77.68|988.76|0.00|5721|62.41|96.97
TL_TA_Y1|75.38|970.00|0.00|5766|60.22|95.92
TL_TA_Y2|74.79|975.00|0.00|5687|60.34|91.44
TL_TA_Y3|77.12|980.00|0.00|5519|61.61|95.66
TL_TA_Y4|72.71|992.86|0.00|5268|60.57|83.21
TL_TA_Y5|71.29|969.23|0.00|5076|59.16|83.60
TL_TA_Y6|71.32|976.47|0.00|4867|58.53|83.39
TL_TA_Y7|71.41|983.33|0.00|4617|59.55|81.46
TOTEXP_12M|4139.10|498692.00|-5137.44|5383|268.60|18368.34
TOTEXP_Q1|1051.01|124794.00|-8766.20|5716|62.02|4711.38
TOTEXP_Q2|1040.66|118980.00|-2095.53|6101|49.80|4660.25
TOTEXP_Q3|972.15|132726.00|-5433.00|6082|47.98|4512.47
TOTEXP_Q4|1072.86|119908.00|-870.00|6053|47.50|4853.83
TOTEXP_Q5|972.51|127078.00|-253.29|6024|45.05|4558.71
TOTEXP_Q6|1056.81|392110.75|-1369.61|6004|45.28|6697.62
TOTEXP_Q7|914.62|132804.00|-2705.00|5959|41.71|4244.12
TOTEXP_Q8|1027.40|119759.00|-2228.19|5919|42.37|4676.02
TOTEXP_Y1|3796.60|497248.00|-484.00|6098|175.55|17895.05
TOTEXP_Y2|3534.44|483042.00|-12859.10|6065|146.04|16493.74
TOTEXP_Y3|3315.22|463109.00|-17319.00|5940|140.89|15115.76
TOTEXP_Y4|3429.22|458025.00|-2494.00|5707|140.33|15455.69
TOTEXP_Y5|3706.75|458504.00|-266.26|5489|132.04|17936.31
TOTEXP_Y6|3755.46|461100.00|-4790.00|5286|122.81|19025.80
TOTEXP_Y7|3863.76|493900.00|-1044.31|5054|130.42|19645.66
TOTLOE_Q1|16081.44|3494436.00|0.00|6070|636.31|115927.80
TOTLOE_Q2|16811.52|3443287.00|0.00|6071|623.21|121125.36
TOTLOE_Q3|16161.63|3421034.00|0.00|6008|602.01|118636.71
TOTLOE_Q4|16588.28|3418318.00|0.00|5953|595.17|118782.09
TOTLOE_Q5|15965.34|3401105.00|0.00|5915|573.97|117299.49
TOTLOE_Q6|16597.92|3363364.00|0.00|5836|594.59|119342.81
TOTLOE_Q7|16166.24|3364402.00|0.00|5758|579.88|118915.10
TOTLOE_Q8|16396.47|3345529.00|0.00|5651|594.10|114499.91
TOTLOE_Y1|11230.66|989209.00|0.00|6072|557.90|55193.47
TOTLOE_Y2|11344.29|993323.00|0.00|6029|499.80|58287.76
TOTLOE_Y3|10922.10|983936.00|0.00|5893|456.60|56520.45
TOTLOE_Y4|10696.40|977640.00|0.00|5659|471.30|54663.72
TOTLOE_Y5|10518.35|932842.00|0.00|5446|471.55|53002.72
TOTLOE_Y6|10309.16|911507.00|0.00|5251|434.50|51376.29
TOTLOE_Y7|10393.86|938555.00|0.00|5009|429.60|52492.01
UNINC_12M|62.05|16922.00|-10554.06|3996|0.00|633.68
UNINC_Q1|15.16|12692.00|-9497.94|4974|0.00|337.22
UNINC_Q2|14.75|8985.00|-4437.00|4865|0.00|258.50
UNINC_Q3|9.67|6506.00|-9049.00|4827|0.00|225.39
UNINC_Q4|28.25|15624.00|-4152.71|5325|0.00|349.31
UNINC_Q5|15.29|23373.00|-4039.21|4980|0.00|382.54
UNINC_Q6|14.64|5071.00|-5483.00|4837|0.00|183.98
UNINC_Q7|7.81|2378.71|-3957.00|4707|0.00|131.28
UNINC_Q8|23.55|13850.00|-3174.30|5203|0.00|274.72
UNINC_Y1|60.79|24342.00|-12908.40|5306|0.00|636.96
UNINC_Y2|44.56|21448.00|-29027.33|5241|0.00|604.22
UNINC_Y3|47.88|11042.00|-22058.00|5100|0.00|534.41
UNINC_Y4|102.69|34879.00|-10262.29|4910|0.00|899.46
UNINC_Y5|65.30|41272.00|-7401.00|4756|0.00|786.47
UNINC_Y6|50.85|41323.29|-11154.00|4674|0.00|751.33
UNINC_Y7|105.36|53037.03|-6500.00|4533|0.00|1190.76
WORK_Q1|300.96|109134.00|-27314.00|6036|4.20|2826.77
WORK_Q2|304.75|110437.00|-19158.00|6067|3.59|2827.43
WORK_Q3|301.48|106026.00|-26485.45|6012|4.76|2789.01
WORK_Q4|334.22|106556.00|-32500.00|5959|6.40|2904.42
WORK_Q5|358.81|107918.00|-26952.29|5930|6.18|2885.89
WORK_Q6|356.12|111174.00|-34776.34|5850|6.33|2949.95
WORK_Q7|361.71|110526.00|-29041.61|5777|5.69|3104.22
WORK_Q8|369.99|109534.00|-40814.67|5687|5.06|3110.24
WORK_Y1|301.44|106132.00|-93034.00|6110|6.10|3172.72
WORK_Y2|319.35|111174.00|-78422.00|6055|5.40|3157.72
WORK_Y3|305.29|106951.00|-96049.00|5920|4.10|3113.10
WORK_Y4|316.59|80303.00|-67225.00|5700|4.20|2852.05
WORK_Y5|342.62|73150.00|-67653.00|5504|5.20|2780.35
WORK_Y6|360.70|68621.00|-61384.00|5311|4.00|2717.66
WORK_Y7|351.00|64049.00|-37543.00|5085|3.10|2508.96
XORD_12M|19.49|13413.10|-2680.00|2813|0.00|419.12
XORD_Q1|9.76|12297.90|-8139.00|3292|0.00|333.12
XORD_Q2|6.21|6781.22|-1077.00|3367|0.00|162.14
XORD_Q3|-0.04|3680.50|-6502.00|3550|0.00|174.05
XORD_Q4|7.07|12347.73|-2152.00|4679|0.00|228.87
XORD_Q5|6.59|9301.49|-3895.92|3843|0.00|229.39
XORD_Q6|5.04|6676.68|-1798.00|3870|0.00|137.85
XORD_Q7|-1.93|5795.00|-11100.00|4174|0.00|262.56
XORD_Q8|0.65|28200.00|-22709.00|5361|0.00|842.25
XORD_Y1|12.51|9601.42|-3895.92|4774|0.00|251.07
XORD_Y2|1.88|28200.00|-22711.00|5683|0.00|879.05
XORD_Y3|3.47|15914.50|-15255.27|3389|0.00|505.64
XORD_Y4|121.04|388320.53|-7495.00|3410|0.00|6658.16
XORD_Y5|85.67|281941.07|-8368.00|3441|0.00|4812.61
XORD_Y6|27.11|53019.83|-1213.39|3436|0.00|935.42
XORD_Y7|5.51|8069.58|-4051.00|3454|0.00|253.42
YIELD|1.76|444.44|0.00|6079|0.00|10.28
YIELD_1T|4.47|736.18|0.00|5826|0.00|33.18
YIELD_A3Y|10.35|636.22|0.12|1907|2.54|46.31
YIELD_A5Y|10.39|539.79|0.13|1749|2.59|44.89
YIELD_A7Y|10.40|442.26|0.14|1494|2.66|42.96
YIELDA_VAL|76.82|11564.35|0.06|1583|43.04|366.78
YIELDA_Y1|10.26|802.24|0.11|2127|2.46|47.98
YIELDA_Y2|9.87|698.53|0.11|2071|2.33|44.81
YIELDA_Y3|11.47|745.52|0.10|2042|2.69|50.94
YIELDA_Y4|10.10|450.86|0.13|2033|2.68|40.91
YIELDA_Y5|10.93|899.73|0.10|1991|2.49|50.69
YIELDA_Y6|9.65|871.15|0.11|1880|2.53|41.07
YIELDA_Y7|10.09|784.50|0.12|1780|2.84|40.81
YIELDH_A7Y|22.44|3214.78|0.10|2147|2.99|145.19
YIELDL_A7Y|7.54|2303.42|0.00|4259|0.10|73.16
ZSCORE_Q1|0.81|612.59|-576.43|4669|1.00|26.31
ZSCORE_Q2|-3.99|992.31|-955.50|5665|0.96|70.84
ZSCORE_Q3|-4.25|942.96|-995.22|5600|0.95|82.92
ZSCORE_Q4|-4.17|905.81|-994.56|5525|0.99|77.30
ZSCORE_Q5|-2.57|977.39|-984.23|5397|1.16|71.42
ZSCORE_Q6|-1.28|971.54|-945.25|5315|1.16|71.85
ZSCORE_Q7|-2.39|999.07|-970.73|5203|1.12|73.21
ZSCORE_Q8|-5.04|863.16|-958.22|5128|1.12|72.15
ZSCORE_Y1|0.23|838.09|-816.41|5019|1.51|39.90
ZSCORE_Y2|-2.77|658.51|-866.74|5111|1.68|56.80
ZSCORE_Y3|-2.61|532.14|-960.24|4807|1.53|50.09
ZSCORE_Y4|-1.74|878.40|-944.56|4610|1.57|52.98
ZSCORE_Y5|-1.29|839.78|-999.22|4439|1.87|52.53
ZSCORE_Y6|-0.58|881.77|-842.99|4157|1.97|49.76
ZSCORE_Y7|-0.83|866.92|-928.15|3894|1.85|46.13
